Store ID,ADDRESS,ADDRESS 2,CITY,WAREHOUSEID,STATE and PIN,Lat,Long
100024710,,1527 MISSION AVE ,OCEANSIDE,XXXXX,CA,33.2006667,117.3671603
140002560,,4150 OCEANSIDE BLVD ,OCEANSIDE,XXXXX,CA,33.2077157,117.2872673
140003446,,4251 OCEANSIDE BLVD ,OCEANSIDE,XXXXX,CA,33.2078218,117.2816647
140047077,,1150 E VIS WAY ,VISTA,XXXXX,CA,33.2165335,117.2289375
140043057,,1301 E VIS WAY ,VISTA,XXXXX,CA,33.2182665,117.2243439
140001746,,1451 N SANTA FE AVE ,VISTA,XXXXX,CA,33.220409,117.2435255
140001739,,3770 MISSION AVE ,OCEANSIDE,XXXXX,CA,33.2265052,117.3332416
140003456,,101 OLD GROVE RD ,OCEANSIDE,XXXXX,CA,33.2296544,117.3071048
140006324,,845 COLLEGE BLVD ,OCEANSIDE,XXXXX,CA,33.2407275,117.2946147
140030159,,705 COLLEGE BLVD ,OCEANSIDE,XXXXX,CA,33.2409471,117.2909411
100094560,,443 COLLEGE BLVD ,OCEANSIDE,XXXXX,CA,33.2469196,117.2931453
140036178,,1151 VANDERGRIFT ST BLDG 20845,CAMP PENDLETON,XXXXX,CA,33.2748152,117.2963524
200287011,,546 MORRO HILLS RD ,FALLBROOK,XXXXX,CA,33.3020643,117.2577235
200388698,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
200384965,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
140015029,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
200680289,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
200065176,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
200051258,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
200401946,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
200377852,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
200802507,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
200456820,,CAMP PENDLETON ,OCEANSIDE,XXXXX,CA,33.3178416,117.3205123
100105776,,240 SUMNER AVE ,AVALON,XXXXX,CA,33.3421374,118.3272168
140002578,,1133 S MISSION RD ,FALLBROOK,XXXXX,CA,33.3718783,117.2560377
200527047,,BASILONE RD BLDG 51094,CAMP PENDLETON,XXXXX,CA,33.3856064,117.5800945
140001725,,31813 US HIGHWAY 79 S ,TEMECULA,XXXXX,CA,33.4114469,116.8206629
140016252,,903 S EL CAMINO REAL ,SAN CLEMENTE,XXXXX,CA,33.422908,117.6087359
140028822,,804 AVENIDA PICO ,SAN CLEMENTE,XXXXX,CA,33.4427065,117.6140429
140035636,,951 AVENIDA PICO ,SAN CLEMENTE,XXXXX,CA,33.4557689,117.6062601
140002524,,989 AVE PICO ,SAN CLEMENTE,XXXXX,CA,33.456798,117.6033259
140010582,,550 CAMINO DE ESTRELLA ,SAN CLEMENTE,XXXXX,CA,33.4568785,117.6556127
140016000,,638 CAMINO DE LOS MARES ,SAN CLEMENTE,XXXXX,CA,33.4585538,117.6519251
200258465,,1135 N 7TH ST ,SAN JOSE,XXXXX,CA,33.4603422,112.0650964
140046632,,811 AVENIDA TALEGA ,SAN CLEMENTE,XXXXX,CA,33.4622519,117.598466
100014906,,990  AVENIDA  VISTA  HERMOSA ,SAN  CLEMENTE,XXXXX,CA,33.4638539,117.6062601
140003420,,24871 DEL PRADO ,DANA POINT,XXXXX,CA,33.4666782,117.6960335
140005052,,34091 DOHENY PARK RD ,CAPISTRANO BEACH,XXXXX,CA,33.4678231,117.6779539
200228922,,33961 DOHENY PARK RD ,SAN JUAN CAPISTRANO,XXXXX,CA,33.4698156,117.6781348
140018886,,74895 US HWY 111 ,INDIAN WELLS,XXXXX,CA,33.4730532,115.884997
140028028,,78 630 US HWY 111 ,LA QUINTA,XXXXX,CA,33.4730532,115.884997
140001838,,81056 US HIGHWAY 111 ,INDIO,XXXXX,CA,33.4730532,115.884997
100104647,,81691 US HIGHWAY 111 ,INDIO,XXXXX,CA,33.4730532,115.884997
140002826,,82124 US HIGHWAY 111 ,INDIO,XXXXX,CA,33.4730532,115.884997
140016904,,33601 DEL OBISPO ST ,DANA POINT,XXXXX,CA,33.4750607,117.686245
140034024,,31960 STATE HWY 79 ,TEMECULA,XXXXX,CA,33.4807917,117.100032
140024723,,32555 GOLDEN LANTERN ST ,DANA POINT,XXXXX,CA,33.4902267,117.6996735
140006253,,32401 CAMINO CAPISTRANO ,SAN JUAN CAPISTRANO,XXXXX,CA,33.4926436,117.6635604
140003412,,31874 DEL OBISPO ST ,SAN JUAN CAPISTRANO,XXXXX,CA,33.4984642,117.659527
140006493,,29530 RANCHO CALIFORNIA RD ,TEMECULA,XXXXX,CA,33.5051681,117.1478909
100023040,,2065 E HIGHLAND AVE ,SAN BERNARDINO,XXXXX,CA,33.5056053,112.0378482
140021808,,29676 RANCHO CALIFORNIA RD ,TEMECULA,XXXXX,CA,33.5067957,117.1461447
140002544,,30530 RANCHO CALIFORNIA RD ,TEMECULA,XXXXX,CA,33.5101876,117.1273025
200508002,,42210 ZEVO DR ,TEMECULA,XXXXX,CA,33.5115411,117.1767418
140013798,,30922 COAST HWY ,LAGUNA BEACH,XXXXX,CA,33.5146607,117.7550279
140006241,,30252 CROWN VALLEY PKWY ,LAGUNA NIGUEL,XXXXX,CA,33.5227028,117.7143367
140002740,,26419 YNEZ RD ,TEMECULA,XXXXX,CA,33.522769,117.1608495
140016844,,30241 GOLDEN LANTERN ,LAGUNA NIGUEL,XXXXX,CA,33.523915,117.6879421
140025227,,29941 ALICIA PKWY ,LAGUNA NIGUEL,XXXXX,CA,33.528092,117.7175764
200481495,,40435 WINCHESTER RD ,TEMECULA,XXXXX,CA,33.5305796,117.1538695
140021601,,700 S COAST HWY ,LAGUNA BEACH,XXXXX,CA,33.5376166,117.7788536
140006252,,600 N COAST HWY ,LAGUNA BEACH,XXXXX,CA,33.5460941,117.7937778
140002557,,39140 WINCHESTER RD ,MURRIETA,XXXXX,CA,33.5507785,117.1389757
140037179,,41200 MURRIETA HOT SPGS RD ,MURRIETA,XXXXX,CA,33.5531625,117.1925419
140018849,,28231 CROWN VLY PKWY ,LAGUNA NIGUEL,XXXXX,CA,33.5539959,117.68758
140006268,,38995 SKY CANYON DR ,MURRIETA,XXXXX,CA,33.554046,117.138768
200156865,,27972 CABOT RD ,LAGUNA NIGUEL,XXXXX,CA,33.5557055,117.6770742
140034271,,27871 LN PAZ RD ,LAGUNA NIGUEL,XXXXX,CA,33.557919,117.7097847
140025982,,40473 MURRIETA HOT SPGS RD ,MURRIETA,XXXXX,CA,33.5586306,117.1796689
140005106,,25060 MADISON AVE ,MURRIETA,XXXXX,CA,33.5586441,117.1999041
100104185,,27551 PUERTA REAL ,MISSION VIEJO,XXXXX,CA,33.5626419,117.6718205
140037412,,27702 CROWN VLY PKWY ,LADERA RANCH,XXXXX,CA,33.5632981,117.6469909
140030782,,27470 ALICIA PKWY ,LAGUNA NIGUEL,XXXXX,CA,33.5634815,117.7129621
140006259,,25636 CROWN VALLEY PKWY ,LADERA RANCH,XXXXX,CA,33.5642049,117.6312475
140036559,,41040 CALIFORNIA OAKS RD ,MURRIETA,XXXXX,CA,33.5658978,117.2031201
140006248,,27320 ALICIA PKWY ,LAGUNA NIGUEL,XXXXX,CA,33.5660644,117.7129621
140002563,,41000 CALIFORNIA OAKS RD ,MURRIETA,XXXXX,CA,33.5675603,117.2036893
140003395,,23801 WASHINGTON AVE ,MURRIETA,XXXXX,CA,33.5704478,117.2348172
140001726,,25050 HANCOCK AVE ,MURRIETA,XXXXX,CA,33.571041,117.1822121
140031866,,26901 ALISO CRK RD ,ALISO VIEJO,XXXXX,CA,33.5711287,117.7256934
140015867,,26932 LN PAZ RD ,ALISO VIEJO,XXXXX,CA,33.5712832,117.7053036
140011256,,26892 LN PAZ RD ,ALISO VIEJO,XXXXX,CA,33.57205,117.706126
140020884,,40545 CALIFORNIA OAKS RD ,MURRIETA,XXXXX,CA,33.5754644,117.2024194
100070931,,26560 MOULTON PKWY ,LAGUNA HILLS,XXXXX,CA,33.5770324,117.7013231
140006255,,26022 MARGUERITE PKWY ,MISSION VIEJO,XXXXX,CA,33.5860156,117.6576478
140003435,,25539 PASEO DE VALENCIA ,LAGUNA HILLS,XXXXX,CA,33.5910655,117.6981001
140001767,,30712 BENTON RD ,WINCHESTER,XXXXX,CA,33.5924515,117.1220297
140002558,,23805 CLINTON KEITH RD ,WILDOMAR,XXXXX,CA,33.596363,117.2435216
140001764,,36010 HIDDEN SPRINGS RD ,WILDOMAR,XXXXX,CA,33.5970735,117.2478351
140003486,,25104 MARGUERITE PKWY ,MISSION VIEJO,XXXXX,CA,33.5974134,117.6564103
140022656,,3049 E COAST HWY ,CORONA DEL MAR,XXXXX,CA,33.5979972,117.8720761
140002500,,25872 MUIRLANDS BLVD ,MISSION VIEJO,XXXXX,CA,33.600315,117.6781348
140101301,,27818 CLINTON KEITH RD ,MURRIETA,XXXXX,CA,33.6041167,117.1729802
140026798,,24500 ALICIA PKWY ,MISSION VIEJO,XXXXX,CA,33.6063136,117.6880337
140038778,,21181 NEWPORT COAST DR ,NEWPORT COAST,XXXXX,CA,33.6066954,117.8277542
140001711,,24336 EL TORO RD ,LAGUNA HILLS,XXXXX,CA,33.6083455,117.731424
140026426,,840 E HOBSONWAY ,BLYTHE,XXXXX,CA,33.6092755,114.5871842
140006258,,24270 EL TORO RD ,LAGUNA HILLS,XXXXX,CA,33.6099287,117.723325
100057320,,607 E HOBSONWAY 701 ,BLYTHE,XXXXX,CA,33.611347,114.589455
140014381,,3100 W BALBOA BLVD ,NEWPORT BEACH,XXXXX,CA,33.6147135,117.931033
140045593,,23716 EL TORO RD ,LAKE FOREST,XXXXX,CA,33.6166004,117.701873
140006257,,3433 VIA LIDO ,NEWPORT BEACH,XXXXX,CA,33.6174616,117.9290193
140011093,,26911 TRABUCO RD ,MISSION VIEJO,XXXXX,CA,33.6208716,117.659527
140005038,,23631A EL TORO RD ,LAKE FOREST,XXXXX,CA,33.6210698,117.7040726
140046317,,25601 JERONIMO RD ,MISSION VIEJO,XXXXX,CA,33.6235791,117.6807012
140006251,,2660 SAN MIGUEL DR ,NEWPORT BEACH,XXXXX,CA,33.6266368,117.8484797
140020509,,23072 ALICIA PKWY ,MISSION VIEJO,XXXXX,CA,33.6274397,117.636172
140023633,,1150 IRVINE AVE ,NEWPORT BEACH,XXXXX,CA,33.629364,117.9066835
140002507,,24251 MUIRLANDS BLVD ,LAKE FOREST,XXXXX,CA,33.6304956,117.7064554
140003447,,380 E 17TH ST ,COSTA MESA,XXXXX,CA,33.6320058,117.9123593
100004112,,299 GODDARD STE 100 ,IRVINE,XXXXX,CA,33.6330254,117.7412774
140006254,,185 E 17TH ST ,COSTA MESA,XXXXX,CA,33.6345489,117.9204148
140006256,,22451 ANTONIO PKWY ,RANCHO SANTA MARGARITA,XXXXX,CA,33.6370391,117.5917173
140001730,,22351 EL TORO RD ,LAKE FOREST,XXXXX,CA,33.6386736,117.6799945
140002542,,28047 SCOTT RD ,MURRIETA,XXXXX,CA,33.6392718,117.1697638
140023796,,2555 EASTBLUFF DR ,NEWPORT BEACH,XXXXX,CA,33.6407651,117.8756159
100022670,,30491 AVENIDA DE LAS FLORES ,RANCHO SANTA MARGARITA,XXXXX,CA,33.6407719,117.601492
140029911,,30602 SANTA MARGARITA PKWY ,RANCHO SANTA MARGARITA,XXXXX,CA,33.6415678,117.5981909
140014166,,21751 LK FOREST DR ,LAKE FOREST,XXXXX,CA,33.6474883,117.6875754
140002503,,21672 PLANO TRABUCO RD ,TRABUCO CANYON,XXXXX,CA,33.6477817,117.5760903
140044452,,115 FORTUNE DR ,IRVINE,XXXXX,CA,33.6479956,117.7405162
100091988,,4255 CAMPUS DR ,IRVINE,XXXXX,CA,33.649449,117.8393279
140021686,,4541 CAMPUS DR ,IRVINE,XXXXX,CA,33.6501367,117.8314176
140001777,,2180 NEWPORT BLVD ,COSTA MESA,XXXXX,CA,33.650578,117.9088806
140023619,,31481 SANTA MARGARITA PKWY ,RANCHO SANTA MARGARITA,XXXXX,CA,33.6506786,117.5821237
140003394,,27730 SANTA MARGARITA PKWY ,MISSION VIEJO,XXXXX,CA,33.6515269,117.646918
140014259,,21431 BROOKHURST ST ,HUNTINGTON BEACH,XXXXX,CA,33.6518448,117.9541285
200098070,,3920 INNER LOOP RD ,FORT IRWIN,XXXXX,CA,33.652267,84.4091139
140002579,,32281 MISSION TRL ,LAKE ELSINORE,XXXXX,CA,33.6531034,117.2981965
140020061,,2200 HARBOR BLVD ,COSTA MESA,XXXXX,CA,33.6551448,117.9175807
140041884,,6601 QUAIL HL PKWY ,IRVINE,XXXXX,CA,33.6552375,117.779803
100022442,,21132 BEACH BLVD ,HUNTINGTON BEACH,XXXXX,CA,33.655529,117.9870492
140006242,,28751 LOS ALISOS BLVD ,MISSION VIEJO,XXXXX,CA,33.6556671,117.6300898
140001817,,31952 MISSION TRL ,LAKE ELSINORE,XXXXX,CA,33.6563945,117.297105
100024320,,71 TECHNOLOGY DR ,IRVINE,XXXXX,CA,33.6568886,117.7416144
100022376,,2651 IRVINE AVE  STE J ,COSTA MESA,XXXXX,CA,33.6578689,117.886022
140002510,,2300 HARBOR BLVD STE C ,COSTA MESA,XXXXX,CA,33.6580273,117.9175741
140006243,,8891 ATLANTA AVE ,HUNTINGTON BEACH,XXXXX,CA,33.6584751,117.9730418
140002462,,9051 ATLANTA AVE ,HUNTINGTON BEACH,XXXXX,CA,33.6587507,117.9699079
140003483,,5331 UNIVERSITY DR ,IRVINE,XXXXX,CA,33.6595724,117.80326
140006473,,31564 GRAPE ST ,LAKE ELSINORE,XXXXX,CA,33.6608253,117.2936045
100001053,,8014 MARINE WAY ,IRVINE,XXXXX,CA,33.6618999,117.7382536
140029784,,31700 GRAPE ST ,LAKE ELSINORE,XXXXX,CA,33.6622824,117.2946147
140101321,,29995 CANYON HLS RD ,LAKE ELSINORE,XXXXX,CA,33.6661528,117.2623759
140043664,,9882 ADAMS AVE ,HUNTINGTON BEACH,XXXXX,CA,33.6709728,117.9562028
140005069,,9062 ADAMS AVE ,HUNTINGTON BEACH,XXXXX,CA,33.6715385,117.9698292
140003406,,5345 ALTON PKWY ,IRVINE,XXXXX,CA,33.6720218,117.789834
140001735,,10114 ADAMS AVE ,HUNTINGTON BEACH,XXXXX,CA,33.672322,117.9524334
140014669,,2701 B HARBOR BLVD ,COSTA MESA,XXXXX,CA,33.6723978,117.9209881
140030924,,9861 ADAMS AVE ,HUNTINGTON BEACH,XXXXX,CA,33.6733483,117.9553791
140044615,,10085 ADAMS AVE ,HUNTINGTON BEACH,XXXXX,CA,33.6734148,117.952392
140029910,,26762 PORTOLA PKWY ,FOOTHILL RANCH,XXXXX,CA,33.6762025,117.6645687
140002428,,19640 BEACH BLVD ,HUNTINGTON BEACH,XXXXX,CA,33.6771426,117.9869692
140003487,,17605 HARVARD AVE ,IRVINE,XXXXX,CA,33.6773086,117.8330275
140001785,,1175 BAKER ST ,COSTA MESA,XXXXX,CA,33.6790264,117.9068887
140030106,,50929 WASHINGTON ST ,LA QUINTA,XXXXX,CA,33.6790648,116.2969905
140030567,,26502 TOWNE CTR DR ,FOOTHILL RANCH,XXXXX,CA,33.6797669,117.6711685
140047475,,30340 HAUN RD ,MENIFEE,XXXXX,CA,33.6803456,117.172245
140003494,,26751 PORTOLA PKWY ,FOOTHILL RANCH,XXXXX,CA,33.6803697,117.6630104
140002423,,7201 YORKTOWN AVE ,HUNTINGTON BEACH,XXXXX,CA,33.6808855,118.0027806
140036866,,3030 HARBOR BLVD STE A ,COSTA MESA,XXXXX,CA,33.6820363,117.9179472
140002538,,3825 ALTON PKWY ,IRVINE,XXXXX,CA,33.68373,117.8137908
100090785,,29061 NEWPORT AVE ,MENIFEE,XXXXX,CA,33.6838301,117.1526308
140027064,,30125 ANTELOPE RD ,MENIFEE,XXXXX,CA,33.6843052,117.1688448
140036884,,19081 GOLDENWEST ST ,HUNTINGTON BEACH,XXXXX,CA,33.6852987,118.0079148
140014719,,3750 BARRANCA PKWY ,IRVINE,XXXXX,CA,33.6855521,117.8133747
140002583,,30901 RIVERSIDE DR ,LAKE ELSINORE,XXXXX,CA,33.6860921,117.3669546
100063133,,49978 HARRISON ST ,COACHELLA,XXXXX,CA,33.6862457,116.1803454
140026292,,25904 NEWPORT RD ,MENIFEE,XXXXX,CA,33.6864465,117.2068872
140003409,,49908 JEFFERSON ST ,INDIO,XXXXX,CA,33.6866324,116.2677002
140001842,,16750 LAKESHORE DR ,LAKE ELSINORE,XXXXX,CA,33.6868861,117.3679824
100105371,,29791 HAUN RD ,MENIFEE,XXXXX,CA,33.6874653,117.1749306
140003482,,9091 GARFIELD AVE ,FOUNTAIN VALLEY,XXXXX,CA,33.6877926,117.9700219
140044852,,18287 COLLIER AVE ,LAKE ELSINORE,XXXXX,CA,33.6890077,117.342849
140002820,,49241 GRAPEFRUIT BLVD ,COACHELLA,XXXXX,CA,33.6899946,116.1853298
140040693,,29375 HUNCO WAY STRINGER BASKETS 29375 HUNCO WAY  STRINGER BASKETS,LAKE ELSINORE,XXXXX,CA,33.6914327,117.3436978
140002457,,18579 BROOKHURST ST ,FOUNTAIN VALLEY,XXXXX,CA,33.6929718,117.9561113
140002535,,14201 JEFFREY RD ,IRVINE,XXXXX,CA,33.6952337,117.7655032
140011831,,18405 BROOKHURST ST ,FOUNTAIN VALLEY,XXXXX,CA,33.6954314,117.9559283
140045725,,6300 IRVINE BLVD ,IRVINE,XXXXX,CA,33.6966115,117.742776
140006289,,3650 S BRISTOL ST ,SANTA ANA,XXXXX,CA,33.6981988,117.8870126
100026072,,16555 VON KARMAN AVE STE A ,IRVINE,XXXXX,CA,33.6986493,117.8354906
100041288,,83053 AVENUE 48 ,COACHELLA,XXXXX,CA,33.6987556,116.2151417
200949301,,2700 PARK AVE ,TUSTIN,XXXXX,CA,33.6999885,117.8229001
140038335,,8230 TALBERT AVE ,HUNTINGTON BEACH,XXXXX,CA,33.7001772,117.9854869
140005120,,3430 S BRISTOL ST ,SANTA ANA,XXXXX,CA,33.7008567,117.8863593
140003418,,2741 W MACARTHUR BLVD ,SANTA ANA,XXXXX,CA,33.7012167,117.9057778
140025755,,3300 S BRISTOL ST ,SANTA ANA,XXXXX,CA,33.7028562,117.8877326
140041753,,79295 ST HWY 111 ,LA QUINTA,XXXXX,CA,33.7043664,116.2808903
140003410,,14400 CULVER DR ,IRVINE,XXXXX,CA,33.7062732,117.7856659
140005030,,14417 CULVER DR ,IRVINE,XXXXX,CA,33.7064765,117.7872555
140041649,,78935 HWY 111 ,LA QUINTA,XXXXX,CA,33.7085992,116.29044
140005124,,79770 HIGHWAY 111 ,LA QUINTA,XXXXX,CA,33.7086747,116.2729297
100094319,,15150 KENSINGTON PARK DR ,TUSTIN,XXXXX,CA,33.7114798,117.8163973
140001828,,27160 SUN CITY BLVD ,SUN CITY,XXXXX,CA,33.7115583,117.1923695
140006285,,27220 SUN CITY BLVD ,SUN CITY,XXXXX,CA,33.7128981,117.1931965
100007230,,2445 S BRISTOL ST ,SANTA ANA,XXXXX,CA,33.7139536,117.884162
140006279,,78271 HIGHWAY 111 ,LA QUINTA,XXXXX,CA,33.7147701,116.2979495
100040598,,8930 WARNER AVE ,FOUNTAIN VALLEY,XXXXX,CA,33.7147811,117.9730372
140003398,,5241 WARNER AVE ,HUNTINGTON BEACH,XXXXX,CA,33.716769,118.0379542
140001736,,7101 WARNER AVE ,HUNTINGTON BEACH,XXXXX,CA,33.7169217,118.0047935
140001821,,11085 WARNER AVE ,FOUNTAIN VALLEY,XXXXX,CA,33.7170771,117.9352435
100032496,,83775 CITRUS AVE ,INDIO,XXXXX,CA,33.7179136,116.2048972
140002759,,2140 S BRISTOL ST ,SANTA ANA,XXXXX,CA,33.7181239,117.886562
140006283,,72675 HIGHWAY 111 ,PALM DESERT,XXXXX,CA,33.7202541,116.3965411
140013514,,16600 BOLSA CHICA ST ,HUNTINGTON BEACH,XXXXX,CA,33.7211396,118.040656
140002522,,74590 HIGHWAY 111 ,PALM DESERT,XXXXX,CA,33.7226956,116.3638701
140006464,,1440 W 25TH ST ,SAN PEDRO,XXXXX,CA,33.7230804,118.3109733
140030350,,72549 HWY 111 ,PALM DESERT,XXXXX,CA,33.7236804,116.4033542
140002506,,3931 IRVINE BLVD ,IRVINE,XXXXX,CA,33.7242,117.7723186
140006281,,16450 BEACH BLVD ,WESTMINSTER,XXXXX,CA,33.7243174,117.9877745
100044480,,1308 W EDINGER AVE ,SANTA ANA,XXXXX,CA,33.7257876,117.88581
140024881,,16400 BEACH BLVD ,WESTMINSTER,XXXXX,CA,33.7258348,117.9858529
140027510,,1932 S WALKER AVE ,SAN PEDRO,XXXXX,CA,33.7261653,118.3031185
140001780,,2630 W EDINGER AVE ,SANTA ANA,XXXXX,CA,33.7263288,117.9051216
140042610,,1231 S SANDERSON AVE ,HEMET,XXXXX,CA,33.7266112,117.0098913
100033194,,72314 HWY 111 ,PALM DESERT,XXXXX,CA,33.7279966,116.4006579
100086253,,205 E STETSON AVE ,HEMET,XXXXX,CA,33.7283655,116.970433
100095117,,44100 JEFFERSON ST STE F ,INDIO,XXXXX,CA,33.7283776,116.2682036
140005037,,6882 EDINGER AVE ,HUNTINGTON BEACH,XXXXX,CA,33.7285956,118.0088984
140042418,,1441 W 17TH ST ,SANTA ANA,XXXXX,CA,33.7286584,118.3088374
140002448,,16061 BROOKHURST ST ,FOUNTAIN VALLEY,XXXXX,CA,33.7289991,117.9565848
140006291,,5922 EDINGER AVE ,HUNTINGTON BEACH,XXXXX,CA,33.729061,118.0255401
140030183,,13321 JAMBOREE RD ,TUSTIN,XXXXX,CA,33.7292955,117.7902004
140002444,,7212 EDINGER AVE ,HUNTINGTON BEACH,XXXXX,CA,33.7293477,118.0033296
140035684,,13200 JAMBOREE RD ,IRVINE,XXXXX,CA,33.729572,117.786582
140001795,,210 E STETSON AVE ,HEMET,XXXXX,CA,33.7308799,116.970065
140029469,,1112 WALNUT AVE ,TUSTIN,XXXXX,CA,33.7314254,117.8264979
140001787,,14171 RED HILL AVE ,TUSTIN,XXXXX,CA,33.732062,117.8178707
140001788,,1230 E MCFADDEN AVE ,SANTA ANA,XXXXX,CA,33.7321469,117.8559138
140006469,,1221 GAFFEY ST ,SAN PEDRO,XXXXX,CA,33.7329884,118.2936805
140013876,,1120 S BRISTOL ST ,SANTA ANA,XXXXX,CA,33.7335866,117.8861762
140046233,,3901 PORTOLA PKWY ,IRVINE,XXXXX,CA,33.7348931,117.7607621
100090243,,3901 PORTOLA PKWY ,IRVINE,XXXXX,CA,33.7348931,117.7607621
140011409,,2521 W MCFADDEN AVE ,SANTA ANA,XXXXX,CA,33.735451,117.903571
140034684,,3700 W MCFADDEN AVE ,SANTA ANA,XXXXX,CA,33.7368756,117.9174856
140033662,,3600 W MCFADDEN AVE ,SANTA ANA,XXXXX,CA,33.7373551,117.9151971
140047470,,42625 JACKSON ST ,INDIO,XXXXX,CA,33.7397051,116.218095
100052126,,82491 AVENUE 42 ,INDIO,XXXXX,CA,33.7402727,116.2292401
100000238,,42500 JACKSON ST ,INDIO,XXXXX,CA,33.7402906,116.213019
140036991,,42150 WASHINGTON ST ,INDIO,XXXXX,CA,33.7417947,116.3027846
140012353,,1520 E CHESTNUT AVE ,SANTA ANA,XXXXX,CA,33.7422021,117.8477645
140002525,,42095 WASHINGTON ST ,PALM DESERT,XXXXX,CA,33.7428456,116.3055706
140006455,,1101 PACIFIC COAST HWY ,SEAL BEACH,XXXXX,CA,33.7440689,118.1000145
140004962,,1422 E 1ST ST ,SANTA ANA,XXXXX,CA,33.7446688,117.849367
140028452,,54111 VILLAGE CTR DR ,IDYLLWILD,XXXXX,CA,33.7448877,116.7133
100008978,,838 E 1ST ST ,SANTA ANA,XXXXX,CA,33.7450096,117.8585242
140002528,,13270 NEWPORT AVE ,TUSTIN,XXXXX,CA,33.7452291,117.8127336
140031060,,3527 W FLORIDA AVE ,HEMET,XXXXX,CA,33.7454368,117.0089716
100071048,,859 W FLORIDA AVE ,HEMET,XXXXX,CA,33.7455658,116.9795394
100005269,,4602 W FLORIDA AVE ,HEMET,XXXXX,CA,33.7456432,117.0213507
140005083,,2525 W FLORIDA AVE ,HEMET,XXXXX,CA,33.7459039,116.9983949
200832992,,3150 N CASE RD ,PERRIS,XXXXX,CA,33.7462049,117.1914897
140045689,,200 WESTMINSTER MALL ,WESTMINSTER,XXXXX,CA,33.7462486,118.0123521
140047303,,2009 W 1ST ST ,SANTA ANA,XXXXX,CA,33.7465329,117.8964302
140002790,,2009 W 1ST ST ,SANTA ANA,XXXXX,CA,33.7465329,117.8964302
140006286,,3125 W FLORIDA AVE ,HEMET,XXXXX,CA,33.7465647,117.0046318
140001819,,41849 STATE HIGHWAY 74 ,HEMET,XXXXX,CA,33.7467086,116.9316113
140030906,,230 N HARBOR BLVD ,SANTA ANA,XXXXX,CA,33.7467887,117.9216964
140003419,,1114 IRVINE BLVD ,TUSTIN,XXXXX,CA,33.7469812,117.810169
140006270,,11800 DE PALMA RD ,CORONA,XXXXX,CA,33.7474455,117.4532529
100023818,,1334 E 4TH ST ,ONTARIO,XXXXX,CA,33.7478587,117.8503972
140001820,,3200 W FLORIDA AVE ,HEMET,XXXXX,CA,33.7484924,117.0057151
140001705,,43396 FLORIDA AVE ,HEMET,XXXXX,CA,33.7490846,116.9037808
140035959,,385 E SWINFORD ST BERTH 95,SAN PEDRO,XXXXX,CA,33.749676,118.278721
140001791,,14600 BROOKHURST ST ,WESTMINSTER,XXXXX,CA,33.7507137,117.9542809
140013818,,1050 N WESTERN AVE ,SAN PEDRO,XXXXX,CA,33.7532987,118.3075641
140002532,,40101 MONTEREY AVE ,RANCHO MIRAGE,XXXXX,CA,33.7572126,116.3917027
140001778,,8522 WESTMINSTER BLVD ,WESTMINSTER,XXXXX,CA,33.7579743,117.9803549
140006249,,17662 17TH ST ,TUSTIN,XXXXX,CA,33.7586968,117.8235412
140002540,,2000 E 17TH ST ,SANTA ANA,XXXXX,CA,33.7587228,117.8382862
140022231,,1720 E 17TH ST ,SANTA ANA,XXXXX,CA,33.7589438,117.8430271
140015608,,1330 E 17TH ST ,SANTA ANA,XXXXX,CA,33.7590819,117.850008
140006320,,3900 E OCEAN BLVD ,LONG BEACH,XXXXX,CA,33.7598458,118.1471029
140029364,,74884 COUNTRY CLUB DR ,PALM DESERT,XXXXX,CA,33.7604272,116.357967
140016849,,30019 HAWTHORNE BLVD ,RANCHO PALOS VERDES,XXXXX,CA,33.7604713,118.3946762
140047474,,1701 N GAFFEY ST ,SAN PEDRO,XXXXX,CA,33.7605721,118.2941372
140002442,,6755 WESTMINSTER BLVD ,WESTMINSTER,XXXXX,CA,33.7607748,118.009151
140004965,,28500 S WESTERN AVE ,RANCHO PALOS VERDES,XXXXX,CA,33.760878,118.3116605
140003417,,6290 E PACIFIC COAST HWY ,LONG BEACH,XXXXX,CA,33.7610526,118.1161623
140026141,,13831 BROOKHURST ST ,GARDEN GROVE,XXXXX,CA,33.7619773,117.9565689
140002806,,1900 N GRAND AVE ,SANTA ANA,XXXXX,CA,33.7622431,117.8530097
100000290,,78210 VARNER RD ,PALM DESERT,XXXXX,CA,33.762737,116.2992048
140002454,,28090 S WESTERN AVE ,SAN PEDRO,XXXXX,CA,33.7647111,118.3099033
